Time,fi-1001-pv,fc-1011-pv,fc-1012-pv,fc-1002-pv,ti-1001-pv,ti-1011-pv,ti-1012-pv,ti-1013-pv,ti-1014-pv,ti-1015-pv,ti-1016-pv,ti-1021-pv,ti-1022-pv,ti-1023-pv,ti-1024-pv,ti-1025-pv,ti-1026-pv,tc-1002-pv,ai-1001-pv,ai-1002-pv,ai-1010-pv,pi-1050-pv,pi-1002-pv,pc-1611-pv
796,1308.50,652.65,649.57,1561.76,70.52,440.08,836.94,841.61,848.82,851.41,860.70,438.81,834.96,841.57,844.35,851.78,862.48,439.4432564,1.53,14.90,933.84,-187.32,81.65,107.48
797,1296.81,652.38,648.97,1562.25,68.16,440.49,837.20,838.63,844.34,854.49,861.63,439.05,837.47,839.80,843.49,854.78,863.49,439.7739426,1.62,13.97,920.20,-188.51,82.16,108.46
798,1290.78,646.25,652.73,1554.16,69.08,439.89,832.95,838.88,846.38,854.59,862.82,441.42,835.95,839.39,847.77,855.11,861.80,440.6596685,1.63,14.10,927.98,-193.32,81.52,108.22
799,1307.33,646.83,652.92,1560.41,68.97,441.39,836.72,840.86,843.57,852.73,861.73,441.58,833.88,839.23,845.99,851.57,861.66,441.4840457,1.59,14.02,939.43,-190.76,82.05,109.22
800,1308.16,650.75,651.66,1558.63,71.82,441.95,834.72,839.50,843.24,853.72,863.37,439.14,835.86,838.02,845.86,852.11,863.15,440.5439052,1.40,15.72,923.42,-185.13,81.92,108.39
801,1302.38,650.78,651.96,1554.07,68.43,441.98,833.78,840.43,848.30,853.06,862.27,439.41,835.08,838.75,846.96,853.52,863.18,440.6921186,1.46,14.18,921.54,-190.54,82.26,108.86
802,1309.52,653.37,653.21,1560.18,71.52,437.22,836.32,840.30,843.47,854.33,861.85,442.78,833.75,840.36,847.74,854.90,863.06,440.002312,1.51,14.15,938.71,-188.03,81.76,108.41
803,1301.11,648.20,645.49,1565.53,71.93,440.02,834.10,841.49,848.59,853.31,862.55,440.49,832.64,841.33,843.65,852.34,861.80,440.2521402,1.59,16.15,920.25,-193.55,82.06,107.10
804,1307.75,646.76,649.95,1552.56,68.87,438.74,836.71,839.11,845.66,853.44,862.07,438.11,834.56,841.90,846.02,854.78,863.17,438.4244567,1.43,16.26,931.96,-189.78,82.04,107.91
805,1301.52,648.76,646.57,1563.29,70.49,439.06,833.09,841.41,847.13,851.75,863.05,441.96,836.86,840.11,844.23,852.89,860.67,440.5083507,1.54,14.78,930.46,-185.11,81.88,108.90
806,1292.22,652.73,654.98,1565.25,68.89,441.67,835.80,838.06,845.07,854.51,862.90,441.89,834.53,840.82,843.18,853.44,862.20,441.7791817,1.64,13.82,936.53,-192.46,82.07,106.75
807,1293.94,650.38,647.85,1563.85,69.73,439.03,836.32,839.18,844.59,854.87,862.65,442.57,836.85,840.33,843.58,854.95,862.60,440.7946407,1.53,15.62,937.13,-188.49,81.63,107.02
808,1307.02,651.67,649.38,1559.23,71.80,441.18,835.90,838.74,847.34,855.03,862.50,439.49,836.39,840.91,843.95,853.53,861.55,440.3364891,1.38,14.62,936.10,-192.60,82.32,107.38
809,1296.94,646.52,645.38,1562.35,68.21,438.21,837.15,841.53,848.24,852.41,860.98,442.47,835.87,839.08,843.76,851.29,863.18,440.3378642,1.47,15.44,924.77,-189.67,82.34,106.71
810,1298.25,646.13,645.91,1554.34,68.71,439.63,835.67,840.68,845.72,851.67,861.00,438.17,836.83,838.54,845.27,852.17,863.11,438.9002139,1.45,13.93,922.11,-185.85,81.50,106.75
811,1291.12,646.93,649.92,1566.49,70.96,442.75,836.84,838.94,845.61,850.66,861.78,441.40,835.80,838.49,846.16,854.89,860.68,442.0741724,1.63,14.37,927.56,-194.26,82.03,109.09
812,1306.37,646.95,648.97,1556.03,68.71,439.83,835.68,839.63,844.09,851.96,863.35,438.32,833.23,841.81,846.13,851.76,862.32,439.0760473,1.36,15.53,936.57,-191.89,82.01,108.92
813,1305.31,653.44,649.79,1566.62,70.39,440.34,832.72,838.29,844.55,852.48,862.36,437.05,833.33,839.34,848.08,852.33,863.07,438.6973707,1.36,15.72,936.45,-187.54,81.76,108.87
814,1303.25,647.03,653.37,1564.32,70.31,439.52,833.26,840.81,845.68,854.34,862.91,439.93,832.76,838.21,843.71,853.99,861.37,439.7298374,1.60,13.76,922.03,-191.25,81.57,107.41
815,1301.55,647.88,650.24,1567.43,71.85,438.30,836.35,839.99,846.35,855.23,861.51,440.07,833.22,839.44,843.38,851.30,861.31,439.1859474,1.41,16.21,930.37,-194.61,81.68,108.70
816,1292.87,648.64,645.61,1553.11,71.62,441.78,835.04,838.19,844.09,854.79,860.82,439.50,835.53,840.56,847.48,851.76,863.32,440.6447009,1.49,14.58,925.76,-191.37,81.86,108.02
817,1301.43,649.93,653.32,1565.35,71.41,441.34,835.51,840.64,846.62,855.06,862.45,440.03,836.44,838.69,844.79,850.92,863.24,440.6824649,1.59,15.73,933.02,-188.79,82.02,108.67
818,1302.83,654.63,646.95,1566.85,70.22,442.36,832.65,840.78,844.68,851.82,862.41,438.42,833.34,838.23,849.00,854.88,860.97,440.4017655,1.50,15.91,927.67,-194.56,82.05,107.99
819,1302.09,645.09,646.73,1556.99,69.84,437.47,833.08,841.37,846.81,850.54,860.59,440.79,835.98,838.25,847.36,850.83,863.03,439.1300622,1.42,13.96,926.41,-191.05,81.82,107.91
820,1291.24,650.30,645.59,1556.30,69.61,440.91,836.42,840.77,848.81,852.06,860.86,437.09,836.71,841.13,848.15,851.02,862.04,439.0071595,1.41,14.90,923.74,-187.67,81.76,108.73
821,1308.80,653.49,645.71,1554.14,71.20,439.58,833.48,841.32,848.57,855.36,862.26,437.50,834.41,838.09,845.99,852.75,862.02,438.5472413,1.64,14.45,922.85,-186.97,82.07,108.70
822,1301.33,645.85,647.77,1558.89,71.34,438.14,835.07,838.01,847.94,852.34,863.42,442.97,835.69,840.25,844.59,850.79,861.54,440.5593653,1.56,14.63,921.01,-186.74,81.85,108.55
823,1303.52,648.13,649.57,1564.40,68.51,438.87,832.82,838.37,847.59,851.92,862.27,440.41,835.84,839.99,843.10,850.81,861.55,439.6406474,1.56,14.89,924.40,-189.70,82.02,108.10
824,1291.21,650.15,648.06,1553.67,68.08,440.71,833.45,841.80,845.49,852.51,862.05,440.82,834.88,840.17,846.75,853.57,860.84,440.7652758,1.64,13.56,923.17,-192.85,81.72,107.46
825,1306.30,650.09,650.76,1555.17,68.51,440.42,835.97,841.50,846.94,850.61,862.64,439.52,834.39,839.33,845.81,852.43,860.61,439.970653,1.36,13.62,937.22,-192.10,81.70,109.20
826,1291.29,647.86,646.64,1565.73,70.50,442.84,837.49,838.91,846.15,851.53,862.70,437.84,832.60,838.28,848.06,853.81,862.01,440.3424174,1.41,14.80,938.09,-187.02,82.15,107.57
827,1292.01,654.05,646.00,1565.38,71.69,437.42,834.60,841.83,849.00,852.61,861.01,440.40,835.73,840.12,848.38,853.78,860.95,438.8993493,1.41,14.77,928.07,-188.50,82.09,107.25
828,1295.82,648.52,653.70,1563.38,69.76,440.73,833.83,838.45,844.38,851.25,861.10,442.43,832.66,838.90,843.96,850.62,860.68,441.5857871,1.62,15.44,930.76,-190.60,82.35,109.15
829,1308.97,649.51,647.09,1558.88,70.41,438.32,833.88,838.49,843.41,852.99,862.64,439.80,834.97,839.13,844.52,853.21,860.90,439.0584222,1.38,15.51,929.84,-189.87,82.01,109.02
830,1298.61,646.79,646.01,1560.41,68.33,441.65,836.52,839.88,845.24,851.27,862.38,441.46,836.22,838.33,846.25,852.27,862.07,441.553139,1.60,15.20,934.12,-193.40,81.61,108.24
831,1301.14,646.91,648.39,1554.56,69.65,437.78,834.11,840.24,846.77,855.26,862.27,440.34,833.74,838.75,844.25,854.34,862.95,439.0629987,1.53,14.84,921.14,-187.48,81.93,107.11
832,1299.44,645.14,654.79,1559.76,71.98,441.40,833.24,838.45,843.94,853.95,861.30,439.73,836.29,841.08,843.02,853.28,862.03,440.5591556,1.52,14.54,935.19,-189.11,81.79,107.05
833,1300.28,654.57,652.29,1554.97,69.59,442.37,835.24,841.69,846.02,852.97,860.89,439.48,832.67,839.58,845.01,851.44,863.00,440.9272054,1.37,14.85,924.45,-194.30,81.60,106.73
834,1304.66,649.47,646.56,1566.77,69.89,442.72,833.02,840.40,847.78,854.05,862.12,440.41,837.03,838.13,844.72,854.58,863.15,441.5689679,1.40,14.99,939.81,-188.39,81.64,108.38
835,1298.05,652.98,646.64,1556.00,69.31,437.22,833.47,839.38,846.44,854.59,862.88,438.21,836.70,841.78,846.25,852.15,863.37,437.7090304,1.45,14.31,931.85,-190.74,81.63,107.47
836,1299.63,654.69,653.08,1558.01,71.81,437.21,834.01,840.63,844.39,854.82,861.64,439.59,836.76,838.61,845.17,852.00,863.00,438.3985586,1.42,14.75,925.19,-186.51,81.67,106.96
837,1304.52,650.34,651.58,1567.45,70.95,441.25,834.92,841.84,847.39,851.42,863.00,442.40,835.50,841.90,844.77,854.59,862.07,441.8259978,1.43,14.40,930.26,-192.86,82.16,108.14
838,1309.09,649.74,653.04,1562.46,70.39,438.06,833.21,839.40,848.03,851.88,862.68,438.08,834.18,840.35,848.46,854.99,860.59,438.0681708,1.40,14.31,922.54,-194.45,82.30,108.79
839,1304.61,653.15,651.66,1559.51,68.67,437.06,836.54,838.96,847.86,852.83,860.95,437.92,833.80,841.85,846.48,853.31,860.86,437.4905408,1.64,16.20,928.62,-186.28,82.35,108.32
840,1300.16,647.96,651.78,1558.58,68.04,440.88,833.89,838.29,847.85,850.75,863.24,438.43,836.78,838.27,848.39,852.42,861.34,439.652415,1.35,15.71,936.54,-190.26,81.95,109.27
841,1290.59,645.06,649.89,1567.13,71.94,442.69,833.09,841.31,848.57,850.84,861.36,439.29,836.63,838.05,848.99,851.80,862.40,440.984261,1.41,15.63,934.32,-188.33,81.72,106.77
842,1300.76,653.29,649.13,1563.03,70.11,437.05,833.77,839.56,847.65,851.79,863.12,438.83,834.50,839.90,844.59,855.43,860.58,437.9391505,1.59,13.67,928.18,-185.53,81.89,107.96
843,1303.40,645.38,649.01,1553.60,71.27,442.80,836.13,840.35,843.69,853.42,862.40,438.38,833.10,841.51,845.57,854.30,861.32,440.5835645,1.38,14.82,928.39,-186.80,82.18,107.33
844,1295.20,648.21,648.21,1565.65,70.10,441.25,833.62,838.29,846.07,854.04,862.35,439.52,835.17,841.31,845.12,854.35,861.04,440.3833454,1.51,13.66,925.49,-192.52,81.51,107.27
845,1300.72,649.60,646.54,1562.21,70.84,437.77,836.29,838.11,844.86,854.04,862.30,438.49,835.58,839.50,847.35,852.45,862.50,438.1292449,1.48,14.93,931.51,-193.15,81.73,108.23
846,1290.22,645.38,652.74,1564.12,71.11,439.48,833.82,841.27,843.37,853.74,861.91,440.50,835.25,839.16,846.46,853.96,861.07,439.9923854,1.61,13.95,931.53,-186.32,81.76,108.95
847,1308.66,649.21,645.16,1553.16,69.22,441.61,835.84,841.78,847.63,851.36,861.86,438.19,835.37,839.12,848.19,852.93,862.26,439.9095777,1.48,16.00,929.33,-187.67,81.56,108.21
848,1306.42,647.68,652.30,1556.65,68.38,437.57,834.92,839.28,846.34,851.25,862.80,442.04,833.53,841.08,846.02,854.31,863.05,439.812948,1.43,15.29,927.55,-186.74,81.88,106.76
849,1291.47,650.84,650.09,1556.79,69.77,439.58,834.52,838.87,848.74,853.67,861.66,441.03,833.81,838.75,845.76,852.08,861.55,440.3047786,1.63,14.15,932.02,-191.14,81.74,107.69
850,1296.44,650.77,646.97,1566.77,68.82,438.44,833.39,840.45,848.50,852.47,860.53,438.76,837.41,838.06,844.87,855.32,860.77,438.5965123,1.62,16.26,926.32,-186.99,81.86,106.94
851,1294.56,653.97,654.05,1563.16,70.09,438.99,836.12,839.14,843.35,852.93,862.98,437.34,836.30,839.64,843.27,852.06,863.36,438.1667629,1.46,15.84,928.28,-185.76,82.45,107.83
852,1299.94,654.44,646.08,1567.30,70.32,441.15,837.26,839.69,848.05,853.19,861.86,439.97,836.69,838.42,845.96,851.42,863.21,440.5642867,1.39,15.84,921.87,-185.51,82.25,108.14
853,1290.07,652.97,654.68,1555.44,70.20,437.03,837.39,840.38,846.58,851.26,862.67,438.68,832.72,841.49,844.66,853.13,861.09,437.8552546,1.51,13.70,921.64,-186.29,81.62,109.25
854,1308.56,651.12,650.38,1557.33,70.92,438.02,836.21,839.77,846.37,851.15,863.31,440.18,834.03,840.04,846.81,853.28,861.68,439.1033138,1.47,15.54,938.38,-188.30,82.38,107.85
855,1306.77,649.60,650.40,1562.83,69.23,440.14,834.05,840.13,847.05,851.41,863.06,439.71,835.96,839.83,845.26,852.79,860.89,439.9252994,1.56,14.78,923.44,-188.57,82.41,107.61
856,1294.21,654.40,645.51,1555.58,68.57,438.79,836.15,838.15,843.79,853.91,862.50,437.12,836.34,841.25,847.37,851.67,860.72,437.96183,1.49,16.49,928.71,-188.46,82.02,107.18
857,1302.91,650.76,645.54,1565.42,69.76,439.07,834.84,841.02,845.91,852.77,861.20,437.99,834.64,840.65,848.39,850.80,861.18,438.5346851,1.50,15.21,921.60,-192.03,81.69,108.00
858,1297.14,649.73,646.71,1561.30,69.44,438.67,835.44,838.58,843.95,853.49,862.97,437.54,833.57,840.24,846.24,855.35,861.59,438.1054849,1.37,15.36,926.57,-191.62,82.20,108.76
859,1303.96,649.62,647.71,1559.12,71.64,442.56,835.92,838.13,844.29,853.11,862.94,437.88,837.03,839.12,843.06,852.74,861.87,440.2271042,1.43,14.07,936.60,-191.27,82.30,107.13
860,1307.95,652.74,651.66,1565.87,69.59,441.62,836.05,841.81,846.18,853.61,862.94,441.98,835.28,839.63,847.82,854.76,862.24,441.8005128,1.41,15.67,937.77,-193.99,82.06,107.81
861,1295.56,650.57,648.10,1556.91,69.25,440.33,834.08,839.46,843.73,854.86,861.43,440.77,837.33,838.10,848.70,854.55,862.76,440.550883,1.41,14.59,934.77,-185.12,81.91,108.34
862,1295.10,651.87,654.89,1565.71,69.89,438.27,834.20,838.71,844.63,850.69,863.29,442.82,834.05,838.98,848.00,852.00,861.57,440.5476516,1.58,15.01,928.56,-187.67,82.34,107.79
863,1304.56,648.28,651.97,1564.32,71.01,439.49,835.76,841.74,843.90,854.00,862.14,440.99,836.42,838.71,847.29,850.56,861.55,440.2401682,1.40,16.25,930.19,-190.85,82.13,107.23
864,1290.32,648.63,654.22,1562.63,69.02,438.98,834.73,838.53,844.71,852.24,861.61,439.08,833.62,838.94,845.12,850.89,860.83,439.0304541,1.58,15.16,922.18,-193.36,81.81,108.98
865,1304.00,653.99,652.08,1559.68,70.51,440.99,834.73,838.44,844.27,852.52,863.19,437.47,836.00,841.91,847.60,854.68,861.76,439.2312903,1.63,13.92,936.91,-190.68,81.57,107.89
866,1290.69,648.37,652.98,1557.54,68.77,437.11,836.11,839.07,843.19,852.36,862.18,439.99,834.48,838.21,844.07,852.21,861.64,438.5568435,1.49,14.25,923.46,-191.04,82.33,106.80
867,1300.87,647.11,652.01,1561.71,70.69,441.79,833.36,841.56,844.77,854.63,862.73,440.29,833.74,840.61,848.55,853.98,860.72,441.0384566,1.41,13.56,926.26,-194.72,81.83,109.15
868,1294.80,648.80,647.57,1553.47,68.17,442.39,835.86,839.58,843.73,854.74,860.82,438.79,833.00,838.84,843.92,853.59,862.04,440.5923691,1.43,15.79,939.34,-192.94,82.21,109.23
869,1306.77,651.54,646.74,1555.78,71.46,441.49,832.83,838.16,846.74,853.54,862.55,438.87,836.73,838.14,844.48,855.26,863.33,440.1856049,1.46,14.30,925.41,-185.38,82.03,107.98
870,1301.17,645.97,650.71,1554.64,70.00,442.18,837.33,840.41,847.04,852.67,860.63,439.07,835.21,839.94,845.27,853.00,862.92,440.6216659,1.45,16.20,933.20,-190.56,82.26,109.28
871,1293.83,649.21,649.08,1553.11,68.92,437.41,834.09,839.40,844.65,855.00,861.80,437.43,834.37,839.96,845.19,851.94,863.13,437.417329,1.42,14.38,924.21,-187.58,81.55,108.64
872,1303.31,652.01,648.91,1564.43,70.21,438.04,833.82,840.31,846.79,851.87,863.26,439.70,833.69,840.97,843.64,851.96,862.70,438.8652389,1.63,15.60,938.02,-192.68,81.61,108.82
873,1309.97,647.52,653.54,1566.98,70.59,438.69,836.81,841.78,843.40,853.24,860.75,441.80,834.57,840.16,843.78,853.66,860.81,440.2500877,1.49,14.72,936.08,-187.78,82.23,108.29
874,1297.24,653.70,647.43,1567.15,71.04,440.19,836.57,838.51,848.63,852.37,862.12,437.22,833.49,841.97,843.40,853.82,861.62,438.715066,1.36,13.98,926.27,-186.19,81.59,108.77
875,1293.60,646.76,645.49,1565.83,71.34,442.50,835.76,839.34,847.37,854.14,862.32,440.63,836.37,838.45,848.53,854.24,862.73,441.5674664,1.40,14.21,928.46,-186.48,81.58,108.17
876,1290.85,645.48,648.05,1555.49,71.36,440.25,835.96,839.54,843.07,855.08,860.75,438.45,835.67,841.71,847.54,853.10,862.76,439.3471322,1.56,15.25,923.08,-187.67,81.62,107.97
877,1298.51,654.03,647.51,1553.59,68.69,441.71,837.19,839.89,848.27,853.29,861.54,438.23,834.69,838.66,844.20,852.02,861.08,439.9802702,1.59,15.33,921.11,-192.51,81.68,107.92
878,1305.88,653.28,648.17,1566.51,71.54,439.94,835.33,841.76,847.57,851.56,860.92,442.07,835.82,841.37,848.04,855.32,863.33,440.9995052,1.51,14.82,932.67,-190.28,82.14,107.11
879,1290.88,648.78,654.87,1559.23,71.13,438.62,833.15,838.40,847.51,854.83,860.62,442.39,835.88,839.57,848.40,853.30,862.85,440.5147805,1.43,14.42,921.93,-193.25,81.55,106.79
880,1302.92,648.23,652.33,1559.35,69.86,437.39,836.64,839.22,848.51,852.78,863.00,441.19,833.25,841.81,846.36,855.15,862.04,439.2966564,1.53,15.10,936.95,-193.51,82.17,108.50
881,1307.50,649.45,648.81,1563.17,69.88,437.31,833.03,839.75,845.36,854.01,862.22,438.49,834.52,840.40,843.91,854.71,862.30,437.8968299,1.62,15.19,927.79,-187.87,82.06,108.95
882,1290.15,651.12,649.86,1560.86,68.51,439.48,834.11,839.92,845.65,855.03,861.39,442.31,835.51,841.20,846.08,853.10,861.24,440.893081,1.64,15.27,936.82,-193.85,81.86,108.20
883,1309.06,650.30,648.77,1558.09,68.72,437.42,833.09,840.33,844.83,853.04,861.37,439.90,835.01,839.96,845.26,851.69,862.63,438.6625858,1.43,15.92,938.33,-191.78,82.10,108.69
884,1292.37,650.33,646.82,1563.69,70.80,442.49,834.84,841.24,847.83,851.37,863.44,437.36,836.85,841.32,848.12,854.95,861.14,439.9314229,1.42,15.14,927.35,-192.55,81.82,108.28
885,1304.50,648.79,653.82,1562.60,68.13,437.95,832.93,841.39,845.49,854.73,863.30,442.99,834.34,841.46,845.52,850.79,861.89,440.4791957,1.41,14.38,932.19,-193.45,81.63,108.93
886,1290.59,651.80,648.56,1555.83,69.29,441.45,837.04,841.70,848.68,851.95,860.78,440.10,834.02,842.00,846.22,850.64,862.86,440.7764386,1.36,14.40,921.74,-190.62,82.37,108.06
887,1297.47,645.43,651.90,1556.94,71.33,442.13,834.19,839.77,843.70,855.25,863.13,441.99,833.38,840.20,848.92,852.89,863.07,442.0601895,1.42,14.96,934.38,-189.13,82.49,107.63
888,1300.25,654.46,648.38,1555.13,71.69,437.04,835.11,840.28,848.19,854.41,861.40,442.95,833.58,840.11,843.90,854.02,863.19,439.9774061,1.58,15.69,925.33,-192.53,81.63,106.87
889,1292.89,648.95,645.69,1557.87,69.11,440.45,834.38,840.91,844.23,851.59,860.52,437.05,833.64,840.93,843.22,852.98,862.10,438.7534714,1.55,16.27,933.26,-187.97,81.77,108.93
890,1293.23,653.41,653.59,1559.33,70.69,439.84,832.60,841.76,844.37,851.76,861.17,438.39,832.70,839.93,844.84,853.12,861.43,439.115085,1.56,15.11,925.47,-189.98,81.90,108.78
891,1297.78,651.87,651.80,1559.87,70.36,437.00,837.35,839.95,844.65,852.71,862.68,442.00,833.68,841.33,848.33,850.64,863.13,439.4993091,1.47,15.40,938.48,-190.91,81.51,106.88
892,1298.12,652.04,652.76,1556.84,69.64,440.45,834.28,838.81,846.83,851.41,861.22,438.15,835.71,841.47,846.82,854.60,861.99,439.2972834,1.41,15.89,921.39,-194.36,81.75,107.53
893,1300.52,649.15,650.56,1560.78,71.22,439.37,835.05,841.81,848.53,854.97,861.01,440.93,835.50,839.67,844.69,851.41,862.39,440.1539071,1.37,14.51,934.79,-185.39,81.94,107.50
894,1295.67,651.36,645.30,1558.04,71.17,442.04,832.99,840.98,845.21,850.72,860.62,440.98,833.78,841.20,843.81,853.32,862.30,441.5135613,1.57,15.52,939.28,-185.72,81.94,107.72
895,1293.97,649.46,654.09,1555.39,70.62,442.27,836.69,838.41,843.37,854.14,863.21,438.89,834.99,840.17,843.79,853.39,862.98,440.5728633,1.42,15.31,939.84,-194.85,81.93,106.86
896,1301.66,652.70,647.33,1555.24,68.13,437.69,836.06,838.49,843.54,854.51,862.35,438.80,836.30,838.34,848.23,855.06,860.98,438.2466628,1.53,14.28,937.77,-186.50,81.65,109.24
897,1307.73,650.83,647.14,1564.34,71.90,442.37,836.99,838.15,848.81,852.09,861.83,438.11,834.76,839.04,843.19,854.50,862.76,440.2439693,1.63,13.60,937.87,-190.52,81.89,109.19
898,1307.96,645.41,648.32,1558.37,71.37,442.28,836.59,840.68,846.51,855.04,861.94,439.30,832.64,841.78,846.01,850.65,862.50,440.7871212,1.56,15.14,926.99,-191.95,81.59,106.79
899,1291.69,646.95,653.57,1564.04,71.30,441.73,832.88,838.49,847.99,854.89,861.59,439.09,834.76,840.69,844.83,852.56,861.52,440.4030854,1.41,15.49,929.53,-185.92,82.28,108.73
900,1299.53,645.78,647.50,1555.55,71.98,439.71,833.75,838.19,847.61,853.41,861.23,440.06,832.71,840.62,844.28,852.64,862.17,439.8836174,1.54,16.49,921.23,-192.06,82.18,107.97
901,1290.60,647.70,652.38,1555.25,68.09,439.75,836.31,839.79,848.38,853.87,860.58,438.24,833.09,838.22,845.16,852.34,861.76,438.9890583,1.53,14.28,939.51,-192.58,82.48,107.13
902,1304.65,650.07,647.54,1566.18,70.92,442.30,835.14,840.28,845.48,852.04,861.93,442.60,833.54,841.96,843.59,854.55,860.88,442.4479435,1.37,13.95,934.16,-186.85,81.68,107.26
903,1295.78,653.93,650.92,1558.44,68.39,437.43,833.58,840.97,847.30,853.82,863.32,437.33,832.87,839.61,843.79,851.32,861.46,437.3799596,1.56,15.32,936.13,-192.08,82.47,107.77
904,1294.96,652.02,646.46,1566.94,69.05,441.52,836.24,839.83,844.01,854.87,862.80,437.72,833.13,841.54,843.38,850.78,863.43,439.6311023,1.40,14.17,935.35,-190.43,82.20,107.77
905,1305.73,654.33,654.01,1556.70,68.81,440.21,837.23,838.87,843.91,851.00,863.49,440.37,834.19,841.15,846.16,850.52,860.93,440.2869727,1.57,14.15,923.23,-188.76,82.04,106.84
906,1300.13,647.27,646.02,1564.40,71.82,442.15,835.38,839.87,843.68,853.07,862.87,437.50,833.47,840.05,844.84,852.62,863.22,439.8267945,1.35,16.35,936.60,-190.59,82.00,108.60
907,1290.89,649.44,653.41,1564.33,69.66,437.09,836.73,839.53,847.80,850.97,861.74,437.16,833.36,840.31,846.49,855.01,862.75,437.124007,1.38,14.21,939.14,-185.61,82.13,106.99
908,1295.30,645.64,648.39,1561.60,71.59,437.20,836.30,840.98,845.81,855.28,861.21,442.96,835.25,840.34,844.04,853.24,860.89,440.0847077,1.38,14.52,927.66,-189.64,81.60,107.27
909,1301.75,648.95,648.18,1563.57,69.24,438.29,836.37,841.80,848.67,854.19,863.34,440.05,833.40,838.25,843.35,852.26,862.69,439.1705128,1.43,16.14,926.13,-191.64,81.69,107.78
910,1299.25,645.05,650.57,1560.63,70.16,439.56,835.18,839.63,846.54,853.96,862.18,438.42,836.32,840.95,843.67,854.55,863.11,438.9879199,1.64,14.61,921.82,-186.92,82.28,107.55
911,1290.77,650.26,650.32,1565.52,71.88,438.93,835.02,838.06,845.72,852.83,863.38,442.25,835.37,838.59,845.73,854.73,861.74,440.5901307,1.55,13.65,934.20,-186.66,82.44,108.67
912,1309.17,646.12,651.35,1555.85,69.98,440.61,833.89,840.92,848.99,854.44,861.83,439.60,837.39,841.01,843.11,852.04,860.99,440.1049446,1.59,15.92,933.84,-191.83,82.29,106.91
913,1292.51,645.02,652.09,1564.01,71.57,440.70,833.69,838.13,848.80,852.96,862.55,437.10,834.11,840.77,846.13,850.98,863.24,438.8905737,1.62,16.30,921.10,-191.94,82.24,109.08
914,1299.23,648.07,653.91,1553.57,70.78,440.32,834.29,839.92,845.11,852.16,861.82,437.67,837.23,838.35,848.78,850.81,862.23,438.9886783,1.39,14.19,930.94,-191.20,81.59,107.14
915,1309.44,653.52,651.70,1565.86,68.75,438.37,832.60,840.45,848.60,853.43,863.00,442.29,833.44,841.91,845.93,854.69,860.96,440.3289404,1.60,16.32,925.58,-189.81,81.68,108.84
916,1304.37,650.42,648.03,1567.25,68.74,441.41,834.99,841.87,847.20,854.51,862.72,440.01,832.95,839.06,845.57,853.06,861.49,440.7089166,1.43,16.07,937.67,-191.68,82.04,107.79
917,1290.30,654.74,652.84,1552.83,69.14,440.07,833.67,841.06,848.49,855.04,860.52,439.77,837.23,839.78,848.80,851.15,861.54,439.920291,1.44,16.04,931.76,-194.83,81.96,107.18
918,1307.05,650.29,649.72,1561.73,70.96,440.71,833.94,838.29,845.57,853.46,861.75,437.94,834.56,839.15,844.45,851.97,861.04,439.326974,1.55,13.94,935.91,-186.41,81.62,107.11
919,1296.59,653.30,645.76,1562.94,70.04,440.71,834.51,841.03,844.84,852.89,863.09,440.32,835.78,839.36,845.47,850.98,862.89,440.5176146,1.54,13.79,936.44,-189.93,82.05,106.99
920,1295.42,651.13,654.34,1567.48,70.01,441.84,837.49,839.66,845.59,850.81,860.69,439.81,834.67,838.42,843.23,854.33,863.30,440.8227593,1.63,14.57,937.55,-186.89,81.64,107.46
921,1308.50,651.87,650.91,1561.59,68.24,442.45,834.50,841.11,848.19,854.40,862.79,437.96,836.69,838.92,845.14,853.39,860.59,440.2113014,1.48,15.17,924.36,-189.28,82.31,108.86
922,1294.80,650.15,654.97,1552.91,70.06,441.54,837.22,841.88,845.11,851.42,861.14,442.87,833.43,838.51,848.17,852.93,862.36,442.2061592,1.59,16.13,922.24,-188.94,82.45,109.12
923,1307.48,649.62,649.98,1567.33,71.82,437.86,832.74,841.06,845.01,854.30,861.67,439.74,832.57,839.27,844.75,851.58,860.66,438.7994905,1.65,15.70,923.97,-192.90,81.66,106.94
924,1306.99,649.83,645.13,1553.42,69.00,439.76,834.17,839.21,847.81,850.84,860.68,437.20,835.31,838.49,844.60,851.96,860.95,438.489223,1.37,15.65,936.66,-194.54,82.11,106.88
925,1301.64,648.94,654.31,1567.14,69.25,440.63,833.75,838.51,843.07,855.25,862.50,441.93,836.36,839.79,846.10,852.95,862.23,441.2841048,1.50,14.17,931.30,-189.83,81.61,107.37
926,1303.43,646.05,649.66,1552.68,71.72,437.02,834.86,839.90,843.95,851.05,863.00,439.32,833.79,838.90,844.19,852.55,862.30,438.1697161,1.63,13.80,925.56,-186.22,82.27,108.45
927,1303.72,652.05,646.65,1556.97,68.38,439.99,833.30,839.48,848.88,851.09,863.50,441.26,835.51,840.95,847.16,853.20,862.66,440.6177917,1.40,14.17,924.88,-193.55,81.66,108.04
928,1294.09,646.65,649.28,1562.21,70.73,439.85,835.46,838.87,845.74,853.63,861.36,437.20,836.63,841.03,843.41,853.41,860.58,438.526805,1.51,13.57,931.92,-187.52,81.79,108.30
